,id,subgroup,sampleSize,population,weight,grade,multiversions,url,created_at,startDate,endDate,pollster,tracking,approve_pct,disapprove_pct,approve_adjusted,disapprove_adjusted
14,77256,All polls,1500,a,0.53753717,B,False,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,2017-02-01,2017-01-29,2017-01-31,Gallup,T,43.0,52.0,43.758978,50.571502
15,77282,All polls,885,a,1.6009492,A/B,False,http://www.investors.com/wp-content/uploads/2017/02/IBDTIPP_Poll_2017_02.pdf,2017-02-03,2017-01-27,2017-02-02,IBD/TIPP,,42.0,48.0,43.5486,47.42074
16,77250,All polls,725,rv,0.74840912,B,False,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_2217.pdf,2017-02-01,2017-01-30,2017-01-31,Public Policy Polling,,47.0,49.0,46.515684,49.200651
17,77276,All polls,1002,a,1.5435987,B+,False,http://i2.cdn.turner.com/cnn/2017/images/02/03/rel2a.-.trump.pdf,2017-02-03,2017-01-31,2017-02-02,CNN/Opinion Research Corp.,,44.0,53.0,43.701467,51.493226
18,77589,All polls,3368,a,0.883241749999999,B-,False,http://polling.reuters.com/#poll/CP3_2/,2017-03-01,2017-01-30,2017-02-03,Ipsos,T,44.9,47.7,45.925229,46.363094
19,77286,All polls,9219,a,0.27044597,D-,False,https://blog.electiontracking.surveymonkey.com/2017/02/06/trump-approval-january-30-february-5/,2017-02-06,2017-01-30,2017-02-05,SurveyMonkey,,46.0,52.0,43.483824,51.139324
20,77260,All polls,1500,a,0.51076206,B,False,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,2017-02-04,2017-02-01,2017-02-03,Gallup,T,44.0,50.0,44.758978,48.571502
21,77264,All polls,1019,a,1.7591956999999998,A,False,http://www.cbsnews.com/news/americans-sharply-divided-along-partisan-lines-over-travel-ban-trump-cbs-news-poll/?ftag=CNM-00-10aab7e&linkId=34085362,2017-02-03,2017-02-01,2017-02-02,CBS News,,40.0,48.0,41.320516,47.409907
22,77284,All polls,860,lv,0.93813536,C+,False,https://www.zogbyanalytics.com/news/768-voters-agree-with-president-trump-s-executive-orders-president-s-approval-rating-up,2017-02-05,2017-02-02,2017-02-04,Zogby Analytics,,47.0,43.0,44.043652,44.661229
23,77268,All polls,1500,lv,0.34934818,C+,False,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,2017-02-06,2017-02-01,2017-02-05,Rasmussen Reports/Pulse Opinion Research,T,53.0,47.0,47.589808,48.35076
24,92571,All polls,2123,a,0.57481602,B/C,False,https://morningconsult.com/wp-content/uploads/2017/06/170105_topline_Brands_v3_AG.pdf,2019-01-09,2017-02-02,2017-02-04,Morning Consult,,48.0,43.0,47.132344,43.905957
25,79636,All polls,1000,lv,0.68696501,C/D,False,http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,2017-11-16,2017-02-02,2017-02-06,McLaughlin & Associates,,48.0,48.0,44.179561,49.525696
26,77290,All polls,1155,rv,1.375772,B+,False,https://poll.qu.edu/national/release-detail?ReleaseID=2427,2017-02-07,2017-02-02,2017-02-06,Quinnipiac University,,42.0,51.0,43.608102,49.795748
27,77288,All polls,1500,a,0.49604276,B,False,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,2017-02-07,2017-02-04,2017-02-06,Gallup,T,42.0,54.0,42.758978,52.571502
28,77584,All polls,1718,a,0.570324749999999,B-,False,http://polling.reuters.com/#poll/CP3_2/,2017-03-01,2017-02-04,2017-02-08,Ipsos,T,47.5,47.6,48.525229,46.263094
29,77307,All polls,617,rv,1.1289502,A-,False,http://media.wix.com/ugd/3bebb2_ad9933217cc64d9c9fdf4e34a27756c1.pdf,2017-02-07,2017-02-05,2017-02-06,Emerson College,,48.1,47.2,46.912204,50.009789
30,77287,All polls,1500,a,0.75277571,B,False,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4zurt7hzwj/econToplines.pdf,2017-02-08,2017-02-05,2017-02-07,YouGov,,41.0,48.0,41.852674,50.092018
31,77305,All polls,1500,lv,0.48373859999999996,C+,False,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,2017-02-09,2017-02-06,2017-02-08,Rasmussen Reports/Pulse Opinion Research,T,53.0,47.0,47.589808,48.35076
32,77302,All polls,712,rv,0.79043551,B,False,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_21017.pdf,2017-02-09,2017-02-07,2017-02-08,Public Policy Polling,,43.0,53.0,42.515684,53.200651
33,77304,All polls,1500,a,0.486358509999999,B,False,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,2017-02-10,2017-02-07,2017-02-09,Gallup,T,42.0,52.0,42.758978,50.571502
34,77296,All polls,9349,a,0.19977259,D-,False,https://blog.electiontracking.surveymonkey.com/2017/02/13/trump-approval-february-6-12/,2017-02-13,2017-02-06,2017-02-12,SurveyMonkey,,46.0,53.0,43.483824,52.139324
35,77323,All polls,1503,a,1.1843101,B/C,False,http://www.people-press.org/2017/02/16/in-first-month-views-of-trump-are-already-strongly-felt-deeply-polarized/?utm_source=adaptivemailer&utm_medium=email&utm_campaign=17-02-15%20feb%20political&org=982&lvl=100&ite=819&lea=171698&ctr=0&par=1&trk=,2017-02-13,2017-02-07,2017-02-12,Pew Research Center,,39.0,56.0,40.791383,52.726912
36,77311,All polls,1791,rv,0.50630957,B/C,False,https://morningconsult.com/2017/02/15/poll-warren-wouldnt-beat-trump-2020-another-democrat/,2017-02-11,2017-02-09,2017-02-10,Morning Consult,,49.0,45.0,48.132344,45.905957
37,77294,All polls,1500,a,0.48079065999999904,B,False,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,2017-02-13,2017-02-10,2017-02-12,Gallup,T,40.0,54.0,40.758978,52.571502
38,77579,All polls,1813,a,0.51024923,B-,False,http://polling.reuters.com/#poll/CP3_2/,2017-03-01,2017-02-09,2017-02-13,Ipsos,T,46.3,48.5,47.325229,47.163094
39,77303,All polls,1500,lv,0.4212815,C+,False,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,2017-02-14,2017-02-09,2017-02-13,Rasmussen Reports/Pulse Opinion Research,T,52.0,48.0,46.589808,49.35076
40,77308,All polls,1013,rv,1.7234194,A-,False,http://www.foxnews.com/politics/interactive/2017/02/14/fox-news-poll-february-14-2017/,2017-02-14,2017-02-11,2017-02-13,Fox News,,48.0,47.0,46.073573,47.499204
41,77450,All polls,2148,rv,1.2351228,C,False,http://harvardharrispoll.com/wp-content/uploads/2017/02/Harvard-Harris-Topline-2.17.2017-Final.pdf,2017-02-14,2017-02-11,2017-02-13,Harris Poll,,48.0,52.0,43.702992,51.295294
42,77310,All polls,1500,a,0.70125908,B,False,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/5amsxmrtih/econToplines.pdf,2017-02-15,2017-02-12,2017-02-14,YouGov,,43.0,47.0,43.852674,49.092018
43,77319,All polls,1500,a,0.47796705000000006,B,False,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,2017-02-16,2017-02-13,2017-02-15,Gallup,T,40.0,54.0,40.758978,52.571502
44,77322,All polls,9163,a,0.15136161,D-,False,https://blog.electiontracking.surveymonkey.com/2017/02/17/trump-approval-february-13-17/,2017-02-18,2017-02-13,2017-02-17,SurveyMonkey,,45.0,53.0,42.483824,52.139324
45,77316,All polls,1500,lv,0.36761569,C+,False,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,2017-02-17,2017-02-14,2017-02-16,Rasmussen Reports/Pulse Opinion Research,T,55.0,45.0,49.589808,46.35076
46,77330,All polls,11512,a,0.18739112,D-,False,http://www.nbcnews.com/feature/data-points/poll-majority-americans-worried-about-war-feel-favorably-toward-nato-n723931,2017-02-20,2017-02-13,2017-02-19,SurveyMonkey,,43.0,54.0,40.483824,53.139324
47,91791,All polls,1160,a,1.7799719999999999,,False,http://files.kff.org/attachment/Topline-Kaiser-Health-Tracking-Poll-Future-Directions-for-the-ACA-and-Medicaid,2018-11-16,2017-02-13,2017-02-19,Kaiser Family Foundation,,41.0,52.0,41.776324,50.337846
48,77574,All polls,2334,a,0.578162589999999,B-,False,http://polling.reuters.com/#poll/CP3_2/,2017-03-01,2017-02-14,2017-02-18,Ipsos,T,44.3,52.1,45.325229,50.763094
49,91871,All polls,1073,a,2.0760038,A+,False,http://maristpoll.marist.edu/wp-content/misc/usapolls/us170621_PBS_NPR/NPR_PBS%20NewsHour_Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_Trump_Congress_Health%20Care_June%202017.pdf,2018-11-27,2017-02-15,2017-02-19,Marist College,,39.0,50.0,39.945031,50.931411
50,77315,All polls,1500,a,0.476225189999999,B,False,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,2017-02-19,2017-02-16,2017-02-18,Gallup,T,41.0,55.0,41.758978,53.571502
51,77337,All polls,2013,rv,0.55947412,B/C,False,https://morningconsult.com/2017/02/22/voters-expecting-trumps-first-month-office/,2017-02-20,2017-02-16,2017-02-19,Morning Consult,,49.0,44.0,48.132344,44.905957
52,77325,All polls,1000,a,0.45780499999999996,B,False,http://big.assets.huffingtonpost.com/tabsHPPresidentTrump20170218.pdf,2017-02-19,2017-02-17,2017-02-18,YouGov,,41.0,47.0,41.852674,49.092018
53,79635,All polls,1000,lv,0.67820479,C/D,False,http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,2017-11-16,2017-02-15,2017-02-20,McLaughlin & Associates,,51.0,44.0,47.179561,45.525696
54,77329,All polls,1100,a,1.3823561,B,False,http://americanresearchgroup.com/economy/,2017-02-21,2017-02-17,2017-02-20,American Research Group,,43.0,51.0,45.156749,48.194225
55,77334,All polls,1323,rv,1.5115892,B+,False,https://poll.qu.edu/national/release-detail?ReleaseID=2431,2017-02-22,2017-02-16,2017-02-21,Quinnipiac University,,38.0,55.0,39.608102,53.795748
56,77332,All polls,1280,a,2.1242539,A,False,http://www.cbsnews.com/news/poll-immigration-is-most-important-problem-for-trump-and-congress/,2017-02-22,2017-02-17,2017-02-21,CBS News,,39.0,51.0,40.320516,50.409907
57,77341,All polls,1500,a,0.68447449,B,False,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fu3pv5rt9s/econToplines.pdf,2017-02-23,2017-02-18,2017-02-22,YouGov,,43.0,46.0,43.852674,48.092018
58,77342,All polls,1000,a,1.646268,A-,False,https://www.scribd.com/document/340335355/17057-NBCWSJ-February-Poll,2017-02-23,2017-02-18,2017-02-22,NBC News/The Wall Street Journal,,44.0,48.0,43.221925,48.911176
59,77344,All polls,1500,a,0.47537672000000003,B,False,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,2017-02-22,2017-02-19,2017-02-21,Gallup,T,42.0,52.0,42.758978,50.571502
60,77339,All polls,1500,lv,0.41380855,C+,False,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,2017-02-22,2017-02-19,2017-02-21,Rasmussen Reports/Pulse Opinion Research,T,51.0,49.0,45.589808,50.35076
61,77346,All polls,10639,a,0.17973661,D-,False,https://drive.google.com/file/d/0BztOs71zt1WpMmR6UnY1dExBa3M/view?usp=sharing,2017-02-24,2017-02-17,2017-02-23,SurveyMonkey,,44.0,54.0,41.483824,53.139324
62,77569,All polls,1651,a,0.57595326,B-,False,http://polling.reuters.com/#poll/CP3_2/,2017-03-01,2017-02-19,2017-02-23,Ipsos,T,45.8,47.3,46.825229,45.963094
63,77340,All polls,941,rv,1.1168602,B,False,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_22417.pdf,2017-02-23,2017-02-21,2017-02-22,Public Policy Polling,,45.0,48.0,44.515684,48.200651
64,77347,All polls,1500,a,0.47525229,B,False,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,2017-02-25,2017-02-22,2017-02-24,Gallup,T,41.0,53.0,41.758978,51.571502
65,77453,All polls,1500,lv,0.31709559,C+,False,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,2017-02-27,2017-02-22,2017-02-26,Rasmussen Reports/Pulse Opinion Research,T,51.0,49.0,45.589808,50.35076
66,77474,All polls,2000,rv,0.5379398,B/C,False,https://morningconsult.com/2017/02/28/trump-joint-session-speech-campaign-promises/,2017-03-01,2017-02-24,2017-02-26,Morning Consult,,50.0,45.0,49.132344,45.905957
67,77624,All polls,1847,a,0.533549389999999,B-,False,http://polling.reuters.com/#poll/CP3_2/,2017-03-03,2017-02-24,2017-02-28,Ipsos,T,46.1,48.4,47.125229,47.063094
68,77460,All polls,1500,a,0.47525229,B,False,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,2017-02-28,2017-02-25,2017-02-27,Gallup,T,42.0,54.0,42.758978,52.571502
69,77606,All polls,1500,a,0.76781465,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qai0kpu1rl/econTabReport.pdf,2017-03-02,2017-02-25,2017-03-01,YouGov,,41.0,50.0,41.852674,52.092018
70,91942,All polls,12273,a,0.22511737,D-,False,https://drive.google.com/file/d/0BxxpEMTW3kArclliZElUcm9RRjg/view,2018-11-28,2017-02-24,2017-03-02,SurveyMonkey,,45.0,53.0,42.483824,52.139324
71,77608,All polls,1500,lv,0.46169539000000004,C+,False,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,2017-03-02,2017-02-27,2017-03-01,Rasmussen Reports/Pulse Opinion Research,T,52.0,48.0,46.589808,49.35076
72,77634,All polls,909,a,1.6213216,A/B,False,http://www.investors.com/politics/public-turned-off-by-medias-relentlessly-negative-coverage-of-trump-ibdtipp-poll/,2017-03-07,2017-02-24,2017-03-04,IBD/TIPP,,41.0,53.0,42.5486,52.42074
73,77613,All polls,1500,a,0.47525229,B,False,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,2017-03-03,2017-02-28,2017-03-02,Gallup,T,43.0,51.0,43.758978,49.571502
74,77628,All polls,1025,a,1.5674879,B+,False,"http://i2.cdn.turner.com/cnn/2017/images/03/05/rel4a.-.trump,.russia.pdf",2017-03-06,2017-03-01,2017-03-04,CNN/Opinion Research Corp.,,45.0,52.0,44.701467,50.493226
75,77645,All polls,1673,a,0.484558379999999,B-,False,http://polling.reuters.com/#poll/CP3_2/,2017-03-07,2017-03-01,2017-03-05,Ipsos,T,46.8,46.7,47.825229,45.363094
76,77652,All polls,4551,a,0.08690886,D-,False,https://blog.electiontracking.surveymonkey.com/2017/03/07/trumps-speech-approval-uptick-opinion-headwinds/,2017-03-08,2017-03-01,2017-03-05,SurveyMonkey,,48.0,51.0,45.483824,50.139324
77,77649,All polls,1000,rv,1.7774261,A,False,http://www.suffolk.edu/academics/10741.php,2017-03-07,2017-03-01,2017-03-05,Suffolk University,,46.9,44.0,45.880315,44.349997
78,77648,All polls,1283,rv,1.4873561,B+,False,https://poll.qu.edu/national/release-detail?ReleaseID=2436,2017-03-07,2017-03-02,2017-03-06,Quinnipiac University,,41.0,52.0,42.608102,50.795748
79,77650,All polls,1992,rv,0.53242435,B/C,False,https://morningconsult.com/2017/03/08/poll-americans-dont-want-budget-cuts-government-agencies/,2017-03-08,2017-03-02,2017-03-06,Morning Consult,,50.0,45.0,49.132344,45.905957
80,77631,All polls,801,a,1.7933420999999998,A+,False,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_030617/,2017-03-06,2017-03-02,2017-03-05,Monmouth University,,43.0,46.0,43.171561,47.423165
81,77633,All polls,1500,lv,0.41389485000000004,C+,False,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,2017-03-07,2017-03-02,2017-03-06,Rasmussen Reports/Pulse Opinion Research,T,51.0,49.0,45.589808,50.35076
82,77630,All polls,1500,a,0.47525229,B,False,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,2017-03-06,2017-03-03,2017-03-05,Gallup,T,44.0,50.0,44.758978,48.571502
83,93808,All polls,1007,a,0.27987867,B-,False,https://www.ipsos.com/sites/default/files/2017-06/Resistance%20Study-Topline-2017-06-16.pdf,2019-03-26,2017-03-03,2017-03-06,Ipsos,,40.0,45.0,41.025229,43.663094
84,79047,All polls,1001,rv,1.1164591,,False,https://www.scribd.com/document/343715558/Priorities-USA-National-Tracking-Survey-3-30-17,2017-10-10,2017-03-03,2017-03-07,Garin-Hart-Yang/Global Strategy Group,,45.0,46.0,44.368372,47.073341
85,77810,All polls,3844,a,1.6486035,B/C,False,http://assets.pewresearch.org/wp-content/uploads/sites/12/2017/03/30145922/Mode-Study-3-31-2017-TOPLINE.pdf,2017-03-31,2017-02-28,2017-03-12,Pew Research Center,,43.0,55.0,44.791383,51.726912
86,77676,All polls,12257,a,0.22607756,D-,False,https://drive.google.com/file/d/0BztOs71zt1WpRnRGOFFaWkREN0k/view,2017-03-11,2017-03-03,2017-03-09,SurveyMonkey,,47.0,52.0,44.483824,51.139324
87,77746,All polls,1073,a,0.55697239,C/D,False,http://polls.saintleo.edu/u-s-voters-divided-more-than-ever-saint-leo-university-poll-shows/,2017-03-22,2017-03-03,2017-03-11,Saint Leo University,,44.0,51.0,43.222962,50.762864
88,77659,All polls,1500,a,0.79938453,B,False,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6dlem7baz2/econToplines.pdf,2017-03-08,2017-03-06,2017-03-07,YouGov,,42.0,49.0,42.852674,51.092018
89,77662,All polls,1500,a,0.47525229,B,False,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,2017-03-09,2017-03-06,2017-03-08,Gallup,T,41.0,53.0,41.758978,51.571502
90,77664,All polls,1500,lv,0.36513175000000003,C+,False,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,2017-03-10,2017-03-07,2017-03-09,Rasmussen Reports/Pulse Opinion Research,T,48.0,52.0,42.589808,53.35076
91,77690,All polls,1674,a,0.46853454000000005,B-,False,http://polling.reuters.com/#poll/CP3_2/,2017-03-14,2017-03-06,2017-03-10,Ipsos,T,48.7,46.2,49.725229,44.863094
92,77722,All polls,1206,a,1.7866502999999998,,False,http://files.kff.org/attachment/Topline-Kaiser-Health-Tracking-Poll-ACA-Replacement-Plans-Womens-Health,2017-03-18,2017-03-06,2017-03-12,Kaiser Family Foundation,,36.0,58.0,36.776324,56.337846
93,77678,All polls,1500,a,0.47525229,B,False,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,2017-03-12,2017-03-09,2017-03-11,Gallup,T,45.0,49.0,45.758978,47.571502
94,77698,All polls,808,rv,1.0461969,B,False,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_31517.pdf,2017-03-15,2017-03-10,2017-03-12,Public Policy Polling,,43.0,50.0,42.515684,50.200651
95,77701,All polls,1983,rv,0.52968751,B/C,False,https://morningconsult.com/2017/03/15/poll-republican-plan-encourage-health-coverage-unpopular-voters/,2017-03-15,2017-03-09,2017-03-13,Morning Consult,,52.0,43.0,51.132344,43.905957
96,77696,All polls,1500,lv,0.41319279999999997,C+,False,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,2017-03-15,2017-03-12,2017-03-14,Rasmussen Reports/Pulse Opinion Research,T,45.0,54.0,39.589808,55.35076
97,77712,All polls,1726,a,0.5143594,B-,False,http://polling.reuters.com/#poll/CP3_2/,2017-03-17,2017-03-11,2017-03-15,Ipsos,T,44.5,48.7,45.525229,47.363094
98,77703,All polls,1008,rv,1.717006,A-,False,http://www.foxnews.com/politics/interactive/2017/03/15/fox-news-poll-315/,2017-03-15,2017-03-12,2017-03-14,Fox News,,43.0,51.0,41.073573,51.499204
99,77702,All polls,1500,a,0.47525229,B,False,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,2017-03-15,2017-03-12,2017-03-14,Gallup,T,40.0,54.0,40.758978,52.571502
100,77708,All polls,12133,a,0.24683533,D-,False,https://drive.google.com/file/d/0BztOs71zt1WpZWQ2akRMZ04wbEk/view,2017-03-17,2017-03-10,2017-03-16,SurveyMonkey,,46.0,53.0,43.483824,52.139324
101,77700,All polls,1500,a,0.77851208,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/cik6umkx7a/econTabReport.pdf,2017-03-15,2017-03-13,2017-03-14,YouGov,,41.0,49.0,41.852674,51.092018
102,77707,All polls,1309,a,0.58083859,,False,https://icitizen.com/insights/trump-job-approval-march-13-16-2017/,2017-03-16,2017-03-13,2017-03-16,icitizen,,42.0,58.0,43.798275,52.075233
103,77743,All polls,2092,rv,1.2268824,C,False,http://harvardharrispoll.com/wp-content/uploads/2017/03/HCAPS-Harris-Poll-March-Wave-Limited-Top-Line_03.17.2017.pdf,2017-03-22,2017-03-14,2017-03-16,Harris Poll,,49.0,51.0,44.702992,50.295294
104,77721,All polls,1500,a,0.47528335,B,False,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,2017-03-18,2017-03-15,2017-03-17,Gallup,T,40.0,55.0,40.758978,53.571502
105,124056,All polls,1000,rv,1.2180789,B/C,False,https://www.winningtheissues.org/wp-content/uploads/2017/04/Winning-the-Issues-March-2017-Aggs-WEB-2.pdf,2020-05-29,2017-03-16,2017-03-17,Winston Group,,40.0,46.0,40.338446,47.505889
106,77724,All polls,1500,lv,0.31709559,C+,False,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,2017-03-20,2017-03-15,2017-03-19,Rasmussen Reports/Pulse Opinion Research,T,49.0,51.0,43.589808,52.35076
107,77734,All polls,1581,a,0.515314309999999,B-,False,http://polling.reuters.com/#poll/CP3_2/,2017-03-22,2017-03-16,2017-03-20,Ipsos,T,45.7,48.0,46.725229,46.663094
108,79634,All polls,1000,lv,0.78924145,C/D,False,http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,2017-11-16,2017-03-16,2017-03-20,McLaughlin & Associates,,49.0,48.0,45.179561,49.525696
109,77742,All polls,1927,rv,0.5160705800000001,B/C,False,https://www.politico.com/f/?id=0000015a-f30c-dc62-a1db-f3ff026b0001,2017-03-22,2017-03-16,2017-03-19,Morning Consult,,50.0,44.0,49.132344,44.905957
110,77727,All polls,1100,a,1.3823561,B,False,http://americanresearchgroup.com/economy/,2017-03-21,2017-03-17,2017-03-20,American Research Group,,41.0,54.0,43.156749,51.194225
111,77749,All polls,1056,rv,1.2944448,B+,False,https://poll.qu.edu/images/polling/us/us03222017_Upt839fm.pdf/,2017-03-22,2017-03-16,2017-03-21,Quinnipiac University,,37.0,56.0,38.608102,54.795748
112,77728,All polls,1500,a,0.47553244,B,False,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,2017-03-21,2017-03-18,2017-03-20,Gallup,T,39.0,56.0,39.758978,54.571502
113,77747,All polls,1500,a,0.78166128,B,False,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9atsoe30n9/econToplines.pdf,2017-03-22,2017-03-19,2017-03-21,YouGov,,41.0,46.0,41.852674,48.092018
114,77753,All polls,12306,a,0.25509004,D-,False,https://drive.google.com/file/d/0B83Vpfes67zfTFpjeURVRWVKUUk/view,2017-03-24,2017-03-17,2017-03-23,SurveyMonkey,,42.0,55.0,39.483824,54.139324
115,77750,All polls,1500,lv,0.46169539000000004,C+,False,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,2017-03-23,2017-03-20,2017-03-22,Rasmussen Reports/Pulse Opinion Research,T,47.0,53.0,41.589808,54.35076
116,77766,All polls,1101,a,0.40384802000000003,,False,https://icitizen.com/insights/trump-job-approval-march-20-23-2017/,2017-03-24,2017-03-20,2017-03-23,icitizen,,37.0,62.0,38.798275,56.075233
117,77756,All polls,1500,a,0.47574357999999906,B,False,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,2017-03-24,2017-03-21,2017-03-23,Gallup,T,41.0,54.0,41.758978,52.571502
118,77775,All polls,1647,a,0.5262159200000001,B-,False,http://polling.reuters.com/#poll/CP3_2/,2017-03-28,2017-03-21,2017-03-25,Ipsos,T,46.0,48.9,47.025229,47.563094
119,79046,All polls,1001,rv,1.1164591,,False,https://www.scribd.com/document/343715558/Priorities-USA-National-Tracking-Survey-3-30-17,2017-10-10,2017-03-23,2017-03-27,Garin-Hart-Yang/Global Strategy Group,,39.0,47.0,38.368372,48.073341
